genes	logFC	logCPM	F	PValue	FDR
16562	VCL	0.364474715694276	6.90451100842899	11.0235320876601	0.00110123026386358	0.209766213118806
9544	MYOF	1.17893253104854	4.93054435718288	10.9952632489693	0.00111710562488734	0.210477270671707
11312	PLB1	1.15838568339425	4.14138010901012	11.714900238913	0.00113619438859673	0.211771973461674
734	AKAP12	0.653901344177053	5.77880581098062	10.9219580419504	0.00115937212807016	0.213793153914554
4342	DKK3	0.406933356514375	6.88965722490608	10.8625863860525	0.00119480153093923	0.216884108111594
2802	CD24	0.37015456044741	7.00280054137298	10.8066407615999	0.00122919991466541	0.216884108111594
9737	NDUFA4L2	1.17343130989272	3.94300208842476	21.1657384611372	0.00123398017286795	0.216884108111594
12722	RND3	0.543295291188499	7.37060488654177	10.7947674439797	0.00123662963950149	0.216884108111594
9808	NEK6	0.60944850766768	7.32156180435747	10.7859356383253	0.0012421859196054	0.216884108111594
5308	FAM183A	0.593091008685398	6.67007777578686	10.7568215125781	0.00126068376303976	0.216884108111594
1584	ATP6V1F	0.409495736875003	8.65955470217865	10.7520869790068	0.0012637184100191	0.216884108111594
15721	TNIP3	0.372485522778271	5.92925977434831	11.0600131068887	0.00132855192827044	0.225775677692547
2527	CAV2	0.674628326473498	5.88983358186424	10.5588271165473	0.00139418794532254	0.233176603819425
629	ADRM1	0.560037952252095	5.31766188681162	10.5051237906649	0.00143283478237282	0.233176603819425
2348	CAB39	0.470302417082272	5.30225626151356	10.5028354866976	0.00143450567363952	0.233176603819425
3527	COL14A1	0.990326282825416	4.79119111916795	10.4930962183175	0.0014416395021129	0.233176603819425
14389	SPEF2	0.600105870120158	5.39315296446442	10.4912453504212	0.00144299932793835	0.233176603819425
10865	PCGF5	0.470694051622232	6.03297414296903	10.4154990139606	0.00149979105994667	0.233176603819425
164	AC008758.4	-0.736964730078841	4.45155942142608	10.3991223604058	0.00151236752465616	0.233176603819425
13046	RTN4	0.347639564005811	7.38945393413515	10.3975189328815	0.00151360466603443	0.233176603819425
3801	CSF3	1.60759546971972	4.11942212397027	10.3806274474738	0.00152670058017229	0.233176603819425
2864	CDC25B	0.645589391745576	5.12362996023178	10.3565067192303	0.00154560267428266	0.233176603819425
4811	EIF2B4	0.432662766121059	5.80754667499213	10.3445946952368	0.00155502567839786	0.233176603819425
16080	TSR1	0.375437771150416	5.91062935672441	10.3346420083962	0.00156294383641287	0.233176603819425
8212	LHFPL6	0.402459767235767	6.22765849058981	10.3130713527625	0.00158024700117894	0.233176603819425
8963	MFSD2A	0.610068508322834	5.61626694519256	10.3094414923929	0.00158317795882615	0.233176603819425
13414	SERPINE1	1.22819091446146	4.56934385873986	10.2681151926422	0.0016169422449358	0.233176603819425
8078	LAMA5	-0.427216535726084	5.92815251107837	10.2504310380676	0.00163161490288541	0.233176603819425
6037	GBX2	1.15108644231899	4.28820717262193	10.2502536915741	0.00163176273684085	0.233176603819425
5341	FAM20C	0.765561596091894	5.08650718792526	10.2472595575857	0.00163426068319714	0.233176603819425
3244	CHST3	0.4291943061184	5.93568004155669	10.2325949338748	0.00164655175645614	0.233176603819425
14947	TATDN2	-0.680959710057471	4.50416920468383	10.2286512576034	0.00164987324852925	0.233176603819425
598	ADH7	1.14980221985414	3.94263848866149	19.3376027852226	0.00166237923405296	0.233176603819425
11229	PIP5K1A	0.690548362285089	4.76491939137267	10.2072179858445	0.00166804539480839	0.233176603819425
16683	WARS	-0.663090979224293	7.36999107507965	10.1834515936779	0.00168843546798243	0.23413872321606
17296	ZNF365	1.05813356735512	4.48498632015917	10.072757684626	0.00178682094169688	0.245815509550584
7472	IRAK1	0.434182839355223	6.39400519111624	10.0373942109758	0.00181947474217466	0.247198071797804
102	ABRACL	0.830601189719449	4.66796070816168	10.0306958058301	0.0018257284241137	0.247198071797804
5691	FLNC	1.38106105268779	4.77590629447149	10.0158646651654	0.00183965335536614	0.247198071797804
7094	HSPA6	1.47892272983973	4.06198714906901	9.95667922416107	0.0018963147342123	0.252851689252584
13096	S100A4	0.579444036690308	5.24587345313379	9.90491514437951	0.00194733607475336	0.256652587346448
15192	TFPT	1.22585280667573	4.05400792331694	15.7414885105696	0.00195736283936412	0.256652587346448
3458	CNN3	0.309997403287493	9.06592824633423	9.86723877030947	0.00198535461326828	0.256652587346448
17141	ZMYND10	0.591734009449056	6.03907951768574	9.85307754815036	0.00199984036387949	0.256652587346448
2460	CAPN9	-0.976128246629007	4.07462771471129	11.3771052113957	0.00200351580638011	0.256652587346448
1783	BDP1	0.335332435260728	6.31266542614415	9.82709018857841	0.00202670566318325	0.256652587346448
4556	DRC1	0.539469413825698	5.79165185521614	9.81953721652997	0.00203458295827999	0.256652587346448
5886	FYN	-0.380507474328775	6.19556329129162	9.8112416882184	0.00204327085807141	0.256652587346448
15208	TGIF1	-0.379043238426459	5.74647154712653	9.78359515935385	0.00207250052436219	0.257456764356039
12136	PXDC1	0.799184432831501	5.71345398992759	9.77714778620516	0.00207937850524089	0.257456764356039
15821	TPM4	0.48881288805488	6.65341384599306	9.75277914756394	0.00210558669032908	0.258568400362583
15231	THBS1	0.881683943624711	5.34766070512362	9.74117054446727	0.00211819042641553	0.258568400362583
4504	DOK5	0.502128896268397	6.44769218901994	9.72115690672331	0.00214010159065954	0.25941623057687
15947	TRIM63	-1.06156181775505	3.90943061723867	29.7850279493264	0.00217138405613169	0.261380355756852
3694	CPSF4	0.424500562607592	5.72854560099745	9.65005022239519	0.00221984708966731	0.262601339109319
10325	OAS1	-0.800952090379877	5.14144434871454	9.64842234444878	0.00222170799316012	0.262601339109319
1800	BEX2	0.909277045632143	4.39261602056213	9.64027597246878	0.00223104454819594	0.262601339109319
10040	NOTUM	1.07197013742459	3.93186025265976	14.33444518667	0.00224212519834887	0.262601339109319
11925	PRSS35	0.914440486804022	4.3901873942585	9.50929184020903	0.0023868141436385	0.275300426028918
13197	SCARF2	-1.00366021914336	3.89809495017519	36.0427778436232	0.00239819776151517	0.275300426028918
4311	DHX58	-1.02160659288229	3.90004485497635	32.5067326630661	0.00239819801144379	0.275300426028918
6601	GYG2	0.668222059533137	4.84933934327698	9.46594773716523	0.00244078101795291	0.278345382665761
8682	MAP7D3	0.411630065069946	5.7161934915172	9.45226281084666	0.00245807852846081	0.278485837989149
16291	UBE2L6	-0.419514822106613	6.97361402203028	9.37108042440906	0.00256330942226986	0.287175110088674
8188	LGALS3	0.665023704059495	6.31012314560825	9.35765709406873	0.00258114934888238	0.287175110088674
17380	ZNF507	0.720618923936861	4.61674751871236	9.34722216370408	0.00259510558332171	0.287175110088674
8639	MAP1LC3A	0.854392931699146	4.45755725989172	9.34279970948109	0.00260104374546682	0.287175110088674
7347	IL6ST	0.297985728028304	6.41494162523263	9.28974660601909	0.00267337616446248	0.28986428631658
2738	CCND1	0.76887429811437	5.98762655519359	9.28003199846735	0.00268684298009677	0.28986428631658
8946	MFAP4	0.71182099362397	4.7947348487635	9.27323313023938	0.00269630925713918	0.28986428631658
6500	GRK6	0.934076494241533	4.27766856322786	9.38682137691585	0.00270757036830752	0.28986428631658
15818	TPM1	0.480264225081102	6.94636506026619	9.24261818623843	0.00273936128628859	0.28986428631658
5880	FXYD6	-0.409597806989487	8.61510817718992	9.23929955471583	0.00274407026949703	0.28986428631658
8907	MEST	0.539631584771426	5.22115366255175	9.22963958649864	0.00275782465075137	0.28986428631658
7393	INO80B	0.714247579924258	4.589168003061	9.61773631784219	0.00277200694774156	0.28986428631658
5033	ERBB3	-0.510891679414427	5.06170128716414	9.2170189860153	0.00277590120737004	0.28986428631658
1529	ATP1B1	0.266979667959799	8.06824110666029	9.18711705762717	0.00281921685820829	0.292624580959177
12622	RHEB	0.350986948294427	6.62058727404172	9.11546721000552	0.00292585357684433	0.298221342925128
16627	VPS37C	-0.779497932816973	4.29837425089374	9.58716260143175	0.00296024223663668	0.298221342925128
3209	CHPT1	0.510893211199467	5.23636616681869	9.0838116789801	0.0029742769645176	0.298221342925128
3426	CMPK2	-1.0928131691667	3.98965610359406	12.0139258742411	0.00299417082653868	0.298221342925128
17109	ZHX1-C8orf76	1.08248668197413	4.12196262769066	11.8511597881672	0.00300318416099591	0.298221342925128
1001	ANKRD18A	0.672840798969829	4.79981592531062	9.0651456240457	0.00300321522565456	0.298221342925128
7187	IFI27	-0.761223607082499	5.12431333640427	9.05239984180935	0.00302314113753977	0.298221342925128
15680	TNFAIP6	1.02950682370174	3.92825856767171	13.2644993887787	0.00302797651426884	0.298221342925128
5981	GALNTL5	1.0588851902988	3.93388772510529	16.4180543432025	0.00302797717519456	0.298221342925128
4532	DPP4	-1.03251000393739	3.92745075345015	25.6005330910266	0.00304727222236743	0.298426083065068
3405	CLTA	0.335724576424012	7.15712979012905	9.01773027998436	0.00307803085191086	0.299744869590016
4084	DBNL	0.43778147384247	5.96991418905951	8.98744115569855	0.00312682258889645	0.30279521092699
7466	IQGAP2	0.569894480272304	6.05057894301435	8.95684008478216	0.00317692371894566	0.305214414587753
14831	SYNPO	-0.731929890007041	4.57558597743236	8.95073328691275	0.0031870202515509	0.305214414587753
14254	SOCS3	0.84752532865139	4.68834275933777	8.91022338730055	0.00325483603730175	0.309996306981256
6567	GTF2IRD2B	-0.375571825744901	5.78333133794224	8.89620335514104	0.00327865007828568	0.310004093028411
6358	GPD2	-0.832549434359977	4.19983748189036	9.17211369446014	0.00331243135369665	0.310004093028411
16353	UCP1	-0.697290767544608	3.87468036600686	27.0610534241258	0.0034408630317227	0.310004093028411
2086	C17orf50	-0.703860385824403	3.87508335808148	29.5088438439546	0.00344086352662923	0.310004093028411
10552	OR9Q2	-0.706842000770708	3.87525780820852	28.9436176458803	0.00344086368761818	0.310004093028411
2065	C15orf62	-0.712939498025219	3.8756447891294	24.2924219065278	0.00344086431303603	0.310004093028411
13138	SAMSN1	-0.718419324982012	3.8759829188125	26.3740342761691	0.00344086479708928	0.310004093028411
5761	FOXE3	-0.718865316714787	3.87601552993574	23.2959825288847	0.00344086494302286	0.310004093028411
2399	CALCA	-0.71991130981984	3.87608250437166	25.9687826889	0.00344086506427188	0.310004093028411
5024	EPSTI1	-0.734985926878892	3.87710996168378	21.7910005480221	0.00344086967292719	0.310004093028411
4413	DNAH9	0.619914521613164	5.42307297382232	8.78136783411649	0.00348057064834709	0.310004093028411
4341	DKK1	1.34970993843914	4.11952006143545	8.77950864451356	0.00348394283549677	0.310004093028411
12979	RRAGD	0.552638852672753	5.67236394833811	8.76463925813843	0.00351103391553315	0.310004093028411
12848	RPF2	0.458094935357072	6.13837637410788	8.75736396539694	0.00352436780442955	0.310004093028411
10968	PDLIM7	0.582755830929728	5.31512083085038	8.75163193338718	0.0035349099010577	0.310004093028411
9363	MT3	-0.663680550226766	4.73600398782487	8.74829367202688	0.00354106440634737	0.310004093028411
16426	UPP1	0.890931309948698	6.1579401795443	8.73692013484385	0.00356211574021918	0.310279971060097
2381	CACNG4	0.8901183136249	4.53103594737228	8.72669362864887	0.00358115382109894	0.310378601674645
15813	TPGS2	0.299135646623004	6.90189173203687	8.67842606788844	0.00367243221890082	0.311622920506408
14593	ST8SIA6	-1.04409450672312	3.96614509363048	17.4043479444912	0.00368537292679896	0.311622920506408
9958	NLRP11	-0.968976773188402	4.02589220903401	12.0435957702628	0.00368685192406824	0.311622920506408
15360	TM9SF1	0.401121039982675	5.81901772655202	8.65673564237064	0.0037142262024189	0.311622920506408
16541	VAMP8	0.989121476183805	4.19050513301759	9.92926461996941	0.00373734531706455	0.311622920506408
5074	ERN2	0.862743596179024	4.30748552242639	8.73762888555458	0.00374897589074914	0.311622920506408
10942	PDGFA	0.359426302175312	7.21718433054777	8.63340678701036	0.00375972315684954	0.311622920506408
8490	LTBP1	0.879600542017536	4.45880457601238	8.63045753758307	0.00376551555941053	0.311622920506408
8263	LIPE	1.02047513917638	4.16844409330535	9.88368135183069	0.00378295722670976	0.311622920506408
11475	PNRC1	-0.340329487548861	6.65436960303193	8.62034851764166	0.00378543963813488	0.311622920506408
3389	CLOCK	-0.584440447181182	4.67782437686919	8.6163936210666	0.00379326388755348	0.311622920506408
10347	ODC1	0.427174953360361	6.54881015909126	8.59763856144859	0.00383059531217018	0.31312755640596
8670	MAP3K9	-0.508275778735164	5.01937243118385	8.58910400362635	0.00384770794475998	0.31312755640596
8925	METTL25	-0.631872358089265	4.51949698223527	8.53499880671566	0.00395803831532646	0.320601103541444
6761	HEXDC	-0.426939433410425	5.35513259531164	8.50981454837101	0.00401049794869368	0.322309101328234
7546	ITGB5	0.372741150929601	6.89103624692128	8.50704389966257	0.00401631278913687	0.322309101328234
4353	DLG5	-0.331290598583853	6.88808213044114	8.47071078772893	0.00409337343186191	0.325422602913515
12407	RBFOX3	-0.545672348073013	4.87019189358919	8.44359567467754	0.00415187281239992	0.325422602913515
1760	BCL2L2	0.756557498287273	4.6690980868244	8.44257886040542	0.00415408318583145	0.325422602913515
15590	TMEM51	1.14926145430912	4.38014578576244	8.44195910399782	0.00415543101966397	0.325422602913515
17359	ZNF474	0.883337683997033	4.49975242862255	8.43730342299267	0.00416557049237734	0.325422602913515
7093	HSPA5	0.394283661881608	7.97532899458213	8.43630315309907	0.00416775226992041	0.325422602913515
15956	TRIM71	-1.00216848767026	3.97753463425917	15.8251365895856	0.00423160403487713	0.328926566549597
7058	HSD17B14	1.01441379659926	4.24677589804377	8.36496368646246	0.00432642812289213	0.334138797470333
1651	B3GAT2	0.321128980981562	6.28523504461415	8.35190666854347	0.00435613626009169	0.334138797470333
11169	PIFO	0.424454248448775	7.53890989394879	8.35175249241143	0.00435648830208233	0.334138797470333
8699	MAPK8IP3	-0.518749741874163	4.95618159337761	8.33830157068079	0.00438731475080837	0.334191022127341
13815	SLC27A3	-0.614494928371638	5.24568717598781	8.30648498136006	0.00446112757338653	0.334191022127341
4148	DDAH1	0.358667345225997	6.58973926626543	8.30365713982794	0.00446774954327865	0.334191022127341
12754	RNF152	0.29674424378442	8.70480633229364	8.30283982953295	0.00446966532600656	0.334191022127341
9719	NDOR1	1.15009799586949	4.00963568765413	14.2015992856821	0.0044921251678626	0.334191022127341
5431	FAM95C	1.15874224557593	4.01206877967153	12.9837430691946	0.00449212535029103	0.334191022127341
606	ADM	1.18758939555016	4.01718263557469	9.10720040892857	0.00449212577337431	0.334191022127341
1002	ANKRD18B	0.814759990700664	4.4348578088429	8.26248654710557	0.00456531268546865	0.336997873982278
10047	NOXA1	0.92308337408433	4.25170682590833	8.36798163853365	0.00457314233924869	0.336997873982278
4547	DPYSL3	0.457416824655539	5.85283354796405	8.25296810435469	0.00458817920040484	0.336997873982278
17150	ZNF106	0.290372819954914	7.51620024600447	8.19582645676486	0.0047279529163278	0.344593698910044
5181	EZR	0.288349273908558	8.37136266562541	8.19445756939874	0.00473135458293473	0.344593698910044
3595	COPRS	0.347909713783797	6.33672365536387	8.18074626163978	0.00476556630632654	0.34563316466052
12601	RGS4	1.34718133374228	4.44898325686551	8.14700994793488	0.00485083170137311	0.349714207953834
7023	HRAS	0.941672235458439	4.35332667387169	8.11740176806689	0.00492695730210576	0.349714207953834
13161	SAT2	0.359880323729299	7.22035987181511	8.10840995416948	0.00495031881948008	0.349714207953834
11926	PRSS36	-0.971191376159489	4.00277677489556	11.8326315815433	0.00496625241021199	0.349714207953834
11052	PFKP	0.731631697866712	5.9768791413692	8.0988908706087	0.00497517453507575	0.349714207953834
468	ACTN1	0.539404531016761	5.90223692867434	8.09877404470416	0.00497548038146632	0.349714207953834
3819	CSNK2A3	0.901827127828108	4.25962587054034	8.45853416052383	0.00500780260453404	0.349714207953834
10038	NOTCH4	1.05119987596373	4.09228347631216	11.1095854993891	0.00503665465953899	0.349714207953834
14022	SLCO3A1	0.394276602906198	6.05669811582698	8.02866084795595	0.00516257275802773	0.349714207953834
7829	KIAA1211L	0.975415118686588	4.21311977735419	8.01929326514698	0.00518811257121557	0.349714207953834
1513	ATP10A	-1.02063672967291	3.95589262948315	16.221902661559	0.00520308640059963	0.349714207953834
4402	DNAH10OS	-0.768846210935705	4.21228620836701	8.57937710959292	0.00520376661921601	0.349714207953834
543	ADARB2	-0.89514757021922	4.07951297649866	9.35916947798361	0.00520452918060429	0.349714207953834
8194	LGALS9	-0.88723406089136	4.08014281773439	9.16864924790741	0.00520452952000547	0.349714207953834
12004	PSME2	-0.402284892129565	7.19362432991042	8.00981251999503	0.00521409342839539	0.349714207953834
13482	SFXN2	-0.366659121999009	5.5611629517014	8.00681203315864	0.00522234379246856	0.349714207953834
11379	PLIN2	0.677020462806169	6.06115946982962	8.00309999263466	0.00523256930825587	0.349714207953834
4992	EPHA3	-0.367663820683087	5.74645371318384	7.99785502970459	0.00524705271461457	0.349714207953834
7630	KANK3	0.969986336082549	4.17974047291434	9.38170867344874	0.00524711795670336	0.349714207953834
2074	C16orf74	1.02183013896221	4.11691571988619	8.7949874785518	0.00530221534054874	0.349714207953834
3807	CSMD1	-0.606031073423983	4.53571062380451	7.96938886737784	0.00532638238804506	0.349714207953834
16587	VIM	0.357345221532193	11.791374078813	7.96605521273648	0.00533575310745407	0.349714207953834
9371	MTCL1	0.824112601825459	4.32229254619189	8.59705107318658	0.00534332198677819	0.349714207953834
1670	B4GALT4	0.613758385294747	4.76185313080976	7.96071194642447	0.00535080817379723	0.349714207953834
13090	S100A11	0.436712381424824	8.41610905960371	7.96024196928754	0.00535213446271031	0.349714207953834
514	ADAM9	0.307382139229358	6.50631032002421	7.94923720750909	0.00538328721053115	0.349714207953834
5889	FZD10	-0.97902242261058	3.91116910230023	25.6417646298875	0.00538673617923571	0.349714207953834
4214	DEFB108B	-0.991166578862112	3.9125183641927	24.5466005319014	0.00538673667495521	0.349714207953834
12918	RPP40	0.740363230177674	5.01360200581425	7.93406899226332	0.00542653250984239	0.350253619016293
3976	CYBB	0.38231419785972	5.9184764022358	7.92424656427059	0.00545472749576183	0.350253619016293
16515	UTP11	0.301470924618288	6.50594566145523	7.92392126075597	0.00545566384760582	0.350253619016293
14889	TAF1B	-0.323530666795426	5.70521005554883	7.89937333352749	0.0055268023926155	0.350949526675454
4033	CYR61	0.765097952592834	5.19086971147476	7.8963632419176	0.00553559101635037	0.350949526675454
9652	NBL1	0.945309208224761	3.9218700857271	17.9301182673472	0.00554748750302834	0.350949526675454
13061	RUFY4	0.958796990101419	3.92462220435225	16.892265296916	0.00554748876826321	0.350949526675454
16172	TUBB2A	0.385072620405144	7.88394244740719	7.8829868906789	0.00557482073936027	0.351396155258439
1694	BAIAP2	0.631902438990875	5.11659855433213	7.86901572857092	0.00561610086744462	0.352715552305381
