genes	logFC	logCPM	F	PValue	FDR
16724	WDR34	-0.48973519309996	6.27324842348266	14.2487406100092	0.000213460609044456	0.0320661710991211
7194	IFI6	0.938457145835077	8.37663901922625	14.2436749494141	0.000213995849010359	0.0320661710991211
9273	MRPS18C	-0.380188504180032	7.18493895566579	14.2196601522221	0.000216551903875151	0.0321718392577596
7199	IFIT3	1.43223630489143	5.99907472297434	14.1475499078052	0.000224415331466898	0.0330575194199798
4513	DPAGT1	-0.494235438382218	5.87618151014074	14.1118340269153	0.000228417027889754	0.033146580144543
16758	WDR76	-0.670239127033672	5.2131850067987	14.1081506685738	0.000228833829095913	0.033146580144543
9028	MINOS1	-0.409618167718471	7.91420786148821	13.8443164448566	0.000260794475903504	0.0372994630994276
12871	RPL22L1	-0.660039232034524	7.9349246276693	13.8156546572277	0.00026452968326958	0.0372994630994276
4341	DKK1	1.9575562194244	4.08458495545735	13.8102492654617	0.000265240194029806	0.0372994630994276
13798	SLC25A5	-0.421808324473959	8.60520511558622	13.7968073240464	0.000267015500090569	0.0372994630994276
3009	CEMIP	-1.28396324455408	3.89818923404306	30.9213334759952	0.000268233395893939	0.0372994630994276
14207	SNRPG	-0.388940013203227	8.52863280228316	13.7527311104948	0.000272922040277174	0.0374991095865762
8804	MCM7	-0.470878267537861	6.51487836341517	13.7449108015009	0.000273983829104543	0.0374991095865762
1721	BBOX1	0.763720606007304	6.04404498348098	13.682641503033	0.000282589780495434	0.0382279489493477
7253	IGFBP7	0.48767552321573	7.00715662913426	13.6705631968648	0.000284290670643855	0.0382279489493477
8797	MCM10	-0.819399110885626	4.86207230427261	13.6591541937707	0.000285906878576412	0.0382279489493477
8300	LMOD1	1.40439102400264	4.29116188586882	13.6432898104167	0.000288169796719488	0.038236392416627
3260	CIAPIN1	-0.369157321743767	6.82391295217189	13.5040618761901	0.00030882856830115	0.0406671073803832
4531	DPP3	-0.554797493670933	5.51355113457283	13.4839369959315	0.000311937029619582	0.0407675898409592
5483	FBLN5	0.929378145602603	4.88185612414326	13.4442501525614	0.000318160680747495	0.0411762415116055
15245	THOC3	-0.747120545943551	4.58412168343254	13.4339175768165	0.000319801668626553	0.0411762415116055
7186	IFI16	0.539299321245651	7.20055032495616	13.4151814162564	0.000322799301336774	0.0412565989399691
11180	PIGN	0.36150728026424	7.86553086450022	13.3717533548374	0.000329857926883416	0.0415614107324407
8120	LBHD1	-0.416802908125016	7.36408363014553	13.371093831723	0.000329966326146405	0.0415614107324407
17061	ZFAND5	0.452411539297522	6.08523563255074	13.3277935522346	0.000337163110082262	0.0421623681974811
7221	IFRD2	-0.789203333664306	4.71267689421856	13.3096067303845	0.00034023335042032	0.0422424006929
7198	IFIT2	1.0390134178371	5.91939005905154	13.2754477727832	0.00034607712785882	0.0423984353740144
17108	ZHX1	-0.331134903467843	7.62921074207677	13.2617384508379	0.000348451111516532	0.0423984353740144
11967	PSMA5	-0.362292422984094	7.62076446374702	13.2458045806724	0.000351231158006203	0.0423984353740144
17705	ZWINT	-0.726353148377575	5.49005296244781	13.2457143673443	0.00035124696202152	0.0423984353740144
1883	BOLA2B	-0.524794634168786	6.53331463431695	13.1999686117655	0.000359354951296028	0.0429415436619613
3112	CFAP70	0.856528669136699	5.13585656792763	13.1925525012644	0.000360687226708454	0.0429415436619613
9739	NDUFA6	-0.37501509930264	7.31169228134877	13.158721025752	0.000366829027857682	0.0433756609674981
11523	POLR2F	-0.366661814761451	7.83299038169338	13.1011737588849	0.000377521969357953	0.0443384248066212
14130	SMIM37	-0.536177243962344	5.70700124415339	13.0706782675338	0.000383316526957185	0.0447168313528174
8632	MANF	-0.539732739700748	5.65173789783827	13.0410030690939	0.000389042191219209	0.0450822091184819
10914	PDCL3	-0.545125444781916	5.89009854539794	13.002508480027	0.000396599530024471	0.0456535962310289
13360	SEMA6D	1.10767570575292	4.52334427316965	12.9886363860231	0.000399359436640266	0.0456688534715862
11576	POU2F2	1.10336165597	4.42246046182479	12.9596770857553	0.00040518422103093	0.0460321054245727
9894	NHS	-0.882777675312208	4.41826840117759	12.9211739665885	0.000413062892137884	0.0466224622801344
13375	SEPT11	-0.383661261270486	7.99028966305316	12.8978083994858	0.000417919965194563	0.0468663537742703
8528	LYPD1	-0.528712144249982	7.3136490788512	12.8719772500184	0.000423357321452817	0.0471475377305291
9262	MRPL58	-0.642295764655689	5.04071807940511	12.8602376471132	0.000425852227804226	0.0471475377305291
6220	GM2A	0.454769468147189	5.99857334500214	12.8408288921978	0.000430009884325096	0.0473065304388533
2292	C7orf31	1.25740496263055	4.21137368338341	12.7500358730227	0.000450015317740406	0.0490910017795417
7502	ISG15	1.68196988815584	6.11933033731919	12.7417881785403	0.000451878971621601	0.0490910017795417
11949	PSD4	0.588301100724084	5.53851155745307	12.6876476322104	0.00046430940956731	0.0500644887477857
3025	CENPN	-0.745792563029474	4.83148544775312	12.6778308570808	0.000466600343869594	0.0500644887477857
9279	MRPS25	-0.407096877522056	6.59387995512107	12.6305110695758	0.000477805969078547	0.0506879868436594
2890	CDCA5	-0.93947887006545	4.4719007589582	12.6286861326163	0.000478243576249001	0.0506879868436594
17382	ZNF511	-0.63473588873601	5.05309686220107	12.6040523171096	0.000484190715693836	0.0510072910314561
11802	PRKAG2	1.1470424792367	4.35221496865476	12.5873738039281	0.000488260006638879	0.0511261170807047
5964	GALNT10	-0.541849432384999	5.67691842993773	12.5577597696295	0.000495571440418781	0.051580974714726
17259	ZNF3	-0.400564759113773	8.35804198135915	12.517277304708	0.000505747088469621	0.052326761260589
9232	MRPL27	-0.359865375782218	7.31270105234036	12.5049063683111	0.000508898923803554	0.0523413082458779
772	AL022238.4	-0.771903586495655	4.56717743021095	12.4757377690389	0.00051640990872074	0.0528013943140229
8222	LIFR	0.579208935898464	5.67474129861668	12.4515156961372	0.000522732965358966	0.05313534739105
6232	GMPR	0.835168228276638	5.1440491599165	12.4259468047139	0.000529493251213252	0.0535096028638881
1502	ATIC	-0.453673074461646	5.87386616742569	12.4062627034453	0.000534758285144321	0.0537292977594138
11096	PHB2	-0.407390706866497	6.06806470995012	12.3157293221438	0.000559669646009768	0.0559090677410447
3934	CXCL1	2.3121147063335	4.08367351102887	12.3757778408431	0.00056388476165656	0.0560082567263676
6345	GPATCH4	-0.537492492972273	6.77933016463609	12.2795813129858	0.000569943800399938	0.0562884269235893
3487	CNTFR	-0.848409829281874	4.39823791403376	12.2655505556631	0.000573983301354548	0.0563671058991229
12350	RARRES3	0.708773677717675	6.09007665059337	12.2024088816237	0.000592526376439461	0.0578611992992737
1881	BOLA2	-0.561095011511042	5.87159405860302	12.1816106716182	0.000598767076036735	0.0579450536841679
5299	FAM174B	1.36498494754308	4.11480384069888	13.4009179476251	0.000600052333629629	0.0579450536841679
9295	MRTO4	-0.464820366407147	6.69998446037691	12.1129578997626	0.000619846779816695	0.0595258382694684
2738	CCND1	-0.779723928167734	6.06816865032488	12.0835657353158	0.000629101467615008	0.0600826467587037
1986	BUD31	-0.348187568440856	7.82166374522576	12.0690722326086	0.000633716771234154	0.0601927044677162
6114	GGH	-0.563813067741607	5.20260931709273	12.0370346843136	0.000644041693109852	0.0608409386393231
1511	ATOH8	-0.97615958156237	4.10551715642662	13.1791043997994	0.000650994843091907	0.0611653641222893
13753	SLC24A4	0.653368044627966	5.07666087725008	11.9893506255743	0.000659727731836299	0.061652620617089
17474	ZNF619	0.802747110539792	4.78603889959866	11.9708895838738	0.000665904759312252	0.0618970937238801
16170	TUBB	-0.494272566882041	7.05268548290375	11.9490580278053	0.000673285727816251	0.0622502793665004
3840	CSTF3	-0.419822902472529	5.95645582998645	11.8922532309522	0.00069288417107544	0.0635970379253301
13677	SLC12A7	1.21504014797463	4.30931222430265	11.8857361412438	0.000695169555046181	0.0635970379253301
6851	HIST1H4C	-0.61616100128312	9.25546786320734	11.8653484502731	0.000702368788709613	0.0639192370960759
16176	TUBB4B	-0.424206806649188	8.24568840500692	11.8138134671236	0.000720907627256032	0.0652646686300226
16609	VPS13B	0.480697639506465	5.89531042146932	11.8029902178516	0.000724864104921482	0.0652828387137057
297	AC092143.1	-0.558363296764361	6.62944307544191	11.7196292100098	0.000756088899461757	0.067744006445589
11422	PLXNA4	0.601523068525263	6.16020491155537	11.6976773224881	0.00076453744845606	0.068149691943914
12146	PYCR1	-0.702655691310385	6.0879967230687	11.6107755518339	0.000798939455359977	0.0705803273816461
9619	NAP1L1	-0.31243582570926	9.09266165743032	11.6083386133285	0.000799926619156845	0.0705803273816461
9465	MXD3	-0.467091768495744	5.79627034868505	11.5407434282246	0.000827810074539062	0.0723862251264442
5645	FHL2	0.71978342186479	5.80758438404717	11.5317143235975	0.000831609000217504	0.0723862251264442
3026	CENPO	-0.718773172476446	4.65328116105852	11.5108127395998	0.000840471583992361	0.0723862251264442
15955	TRIM7	0.649140167763324	5.10914040354678	11.5091622731502	0.000841175499032265	0.0723862251264442
12	AAGAB	-0.425003823028306	5.73832620914036	11.5090672236818	0.000841216055433307	0.0723862251264442
11345	PLEKHA4	0.486643537393857	6.6836546228018	11.4922011896349	0.000848444261678787	0.0726485623472939
11771	PRDX4	-0.395687824346196	6.87201978031903	11.4126251608	0.000883412490741198	0.0752719407552133
9970	NME1	-0.535588958487001	9.08093893562593	11.3996292187489	0.000889261509421799	0.0754007002769254
1743	BCCIP	-0.34067381568713	7.2164810636734	11.3673056914926	0.000903981208826916	0.0762767056884925
8478	LSM7	-0.414591032455268	6.67760183113112	11.3556064560855	0.000909369972459156	0.0763607191366428
8824	MDFIC	0.653468791615534	4.99243625166665	11.3157876474068	0.00092795779720295	0.0773850886669658
6120	GGT5	0.756355465765833	4.78820124886584	11.310461985366	0.000930473106167061	0.0773850886669658
12815	ROBO1	0.427397180707106	5.9788902385023	11.2924138076114	0.000939049130546498	0.0777264380340916
6081	GDPD2	0.568047356200385	7.36106786646257	11.2718581337869	0.000948914991490824	0.0781708074980735
7193	IFI44L	1.08928700969648	6.14330911748619	11.2488712658974	0.000960073123224553	0.0787169388107981
6610	H1F0	1.01133675308293	4.46487584112559	11.1851700270538	0.000991699691717982	0.0804731862556605
9511	MYL9	1.37016734137337	4.07289771132992	11.180388104929	0.000994116333473529	0.0804731862556605
3034	CENPW	-0.628412448623815	5.25450291989087	11.1722409396104	0.000998247526084836	0.0804731862556605
3941	CXCL2	2.69877960694326	4.80133180247799	11.1687717286413	0.00100001197970445	0.0804731862556605
5284	FAM166A	-0.402156008931398	7.73191055863196	11.130752547158	0.00101955862103267	0.0813320695677084
10967	PDLIM5	0.332385595222179	6.58158640685747	11.1298194680172	0.00102004321515133	0.0813320695677084
1531	ATP1B3	-0.431639036144149	6.32538238877211	11.0927548022237	0.00103948416075054	0.082206913696132
17076	ZFP36L2	0.442329153053136	6.92471262362219	11.090886419163	0.00104047411190594	0.082206913696132
3945	CXCL8	2.66219384524239	5.4260746040115	11.0595209450341	0.00105723739790162	0.0831533957028322
3890	CTSH	1.32176571114451	3.92555924095242	18.0442478644868	0.00108778731013763	0.0845288089591951
12361	RASD1	0.632004945402834	6.22055298475806	11.0012227023778	0.00108913134980185	0.0845288089591951
3022	CENPK	-0.558152705224992	5.30083402380901	11.0008941683202	0.00108931384230006	0.0845288089591951
11495	POLD2	-0.370437972350212	6.54486995473904	10.9798572269129	0.00110106459786325	0.0850609104002622
3764	CRTC2	-0.765173227708077	4.48788236467035	10.9642638824851	0.00110985816240177	0.0853608609684409
9363	MT3	-0.76303449384502	4.6894706148414	10.9413405880776	0.0011229157222805	0.0859846743818485
5463	FASN	-0.564919422134192	5.79492752589332	10.929083671467	0.0011299617711297	0.0861447171305986
7560	ITM2C	0.430790051518563	7.21298189729978	10.9004301359737	0.00114661034031165	0.0870322311585029
1538	ATP2B2	0.879943917486501	4.78717313010904	10.861656207536	0.00116953891539294	0.088305177874633
1550	ATP5MC1	-0.40511296615388	8.89888839536143	10.8508197180871	0.00117603031836612	0.088305177874633
13316	SEC61G	-0.409433548118171	8.81435960951403	10.8465109299185	0.00117862163542256	0.088305177874633
3152	CHCHD1	-0.339831516785774	7.3411583819848	10.8263420896602	0.00119082900082802	0.0888368656325866
12317	RAN	-0.404431812054444	9.30531318426171	10.7871125893608	0.00121494426058908	0.0901021050839845
12625	RHNO1	-0.442377089967529	5.87788001462978	10.7819473494123	0.00121815640862596	0.0901021050839845
2775	CCT5	-0.454991894587068	7.96315469670946	10.7306632303312	0.00125052348440586	0.0917316762313212
4579	DSN1	-0.674425247451017	4.78137645493976	10.7289151805058	0.00125164209250253	0.0917316762313212
7866	KIF21A	0.40050370084136	6.48249739565245	10.722089196679	0.00125601995990418	0.0917316762313212
4411	DNAH7	0.681556888932116	5.46884358036488	10.7105006691509	0.0012634881592032	0.0918910091350213
2515	CASZ1	1.02702248705108	4.31621792754956	10.9197527309818	0.00128449831293528	0.0928516349313657
1242	ARHGAP18	-0.66198152943163	4.93135606466282	10.6669754434659	0.00129194547233937	0.0928516349313657
459	ACTA2	1.14071060509247	7.68225671481146	10.6577895984107	0.00129803450679536	0.0928516349313657
7834	KIAA1328	0.311919273478454	7.35786008342737	10.657745312947	0.00129806393328281	0.0928516349313657
1465	ATAD2	-0.576701313300068	5.21736186714206	10.6329203807322	0.00131466719209816	0.0932342363528907
8002	KPNA2	-0.465569809037996	7.45332089089592	10.6270491708096	0.00131862557081807	0.0932342363528907
17140	ZMYM6	0.45955610453432	5.56448357966235	10.6257483871469	0.0013195042079629	0.0932342363528907
3801	CSF3	1.77225959731192	4.04684081061007	10.5971241609696	0.00133899112027324	0.0942281119538032
14763	SUPT20H	-0.390917318273142	6.20347627287796	10.5629549899501	0.00136263852020426	0.0955055756378649
5051	ERG28	-0.411788669276431	7.67644552523054	10.5355220466894	0.00138193262252316	0.0962803931739449
2743	CCNE2	-0.91724846053277	4.13946590862445	10.5315187023468	0.00138477150463043	0.0962803931739449
8894	MELK	-0.756820227681694	4.6697694810199	10.5096519190333	0.00140038337851306	0.0963940704091225
6539	GSTM1	0.58204751759755	5.57559364681331	10.4947159535549	0.00141115026716767	0.0963940704091225
10392	OPHN1	0.359498721045947	6.7340617015736	10.4781353035476	0.00142320190512361	0.0963940704091225
12791	RNF31	-0.674409802244079	4.57368966803572	10.4760759127721	0.00142470609941802	0.0963940704091225
9462	MX1	1.39544442313066	5.40913739920372	10.4673080682435	0.00143112840704275	0.0963940704091225
824	AL358075.4	-0.639206142520737	5.30139589600807	10.4638317310062	0.00143368295455125	0.0963940704091225
4587	DTL	-0.930315682798594	4.11188007038134	10.458410560991	0.0014376759458161	0.0963940704091225
16670	VWA5A	0.581673116498544	5.38937201894203	10.4567183678723	0.00143892466609531	0.0963940704091225
1008	ANKRD20A8P	1.06559997628028	4.41251570969465	10.4557857972417	0.00143961331184563	0.0963940704091225
3344	CLEC19A	-0.73584191285559	4.8723338036129	10.4470178471744	0.00144610439738672	0.0963940704091225
431	ACP1	-0.334440758191036	7.6354625925572	10.445261329023	0.00144740837514561	0.0963940704091225
8602	MAGOHB	-0.505990851667413	5.72937660222959	10.4299513545544	0.00145882498357438	0.0965941221756026
3277	CISD1	-0.350232132715027	7.07371311633368	10.4263464306516	0.00146152652929372	0.0965941221756026
13625	SIRPA	-0.799150160037432	4.26463150621486	10.4058003363315	0.00147702180007127	0.0969555411932762
14022	SLCO3A1	0.494750703712965	6.08839056816507	10.4043118593507	0.00147815086964781	0.0969555411932762
16226	TXNIP	-0.758011665006609	5.07252810122638	10.3968639208097	0.0014838136973326	0.0969610890490047
16560	VCAM1	1.07550247595919	4.78805728955588	10.3883784940311	0.00149029238402566	0.0970197086858954
