pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
PITX1	0.0218712029161604	0.200865800865801	0.614442296075703	1.55659954566271	197	8	IRF2 IRF7 RUNX2 RUNX1 HES1 TRIB2
PPARA	0.501326565924559	0.881119418897709	0.416405366213768	0.971223836330862	4345	6	IL6R CPT1A SREBF2 TXNIP
PPARG	0.0709711286089239	0.374211405392508	0.494181686350887	1.38898998346327	675	12	CFLAR CIITA SLC9A1 CSF1 SLC2A4
RB1	0.826588983050847	0.960541457879357	0.275584784718525	0.758054879548484	7802	11	TFDP1 E2F3 BRCA1 DNMT3A DHFR
RELA	0.357915831663327	0.798427624479729	0.315516131042211	1.06438367102328	3571	32	PPARD XIAP BIRC2 VEGFA PTEN REPS2 MCL1 CFLAR FAS TLR3 TNFSF10 BACE1 BIRC3 PCK2 TRAF2
REST	0.700495049504951	0.960541457879357	-0.263639444256184	-0.850039214226717	565	9	STAT1 KCNN4 TUBB3 NRP1 CD59 KCNQ2 GJD2 BDNF LIN28A
RUNX1	0.756769596199525	0.960541457879357	0.36059279635886	0.796451024593057	6371	5	VEGFA NF1 MYH10 SYMPK
RUNX3	0.577005577005577	0.904495228819553	0.345949929802638	0.929568068623828	5379	10	CFLAR RUNX1 TXN2 HES1 TIAL1 PEA15
SIRT1	0.83355229914098	0.960541457879357	0.248951934103545	0.783175529086697	8247	21	WRN FOXO3 CDH1 TP53 CCAR2 DLL4 PPARG XPC NOTCH1 CTNNB1 COL1A2 COL10A1 TNFRSF10B EZH2 NQO1 EGLN1
SNAI1	0.76187648456057	0.960541457879357	0.35896911393792	0.792864753483845	6414	5	CDH1 VDR PEBP1
SOX17	0.148931116389549	0.61700033932813	0.582486449864499	1.28655351546308	1253	5	FN1 MACC1 NFAT5 CSNK1A1 SERBP1
SP1	0.0647130647130647	0.374211405392508	0.448134620754858	1.37024304704011	635	18	HSD17B2 DNMT1 VEGFA CCNA2 PRKCE P2RX4 CDK6 TNFSF10 ABCC1 POR
SP3	0.0670037926675095	0.374211405392508	-0.592564363143632	-1.45099191374374	105	5	CDKN1A ID4 EAPP ETF1 ABCA1
SPI1	0.967695961995249	0.984673084135517	0.267883024104737	0.591680452781352	8147	5	MAPK1 ITGAX CD68 PARG BCL6
STAT1	0.801937939785442	0.960541457879357	0.32776104723972	0.764469835233974	6951	6	PRKCE FCGRT FGF2 IRF1
STAT3	0.445454545454545	0.833670512686645	0.336459603796441	1.0163954595625	4360	17	PGF VEGFA MCL1 FAS UCP2 LGALS3BP
TFAP2A	0.0198408120890529	0.200865800865801	0.683082692203335	1.59322200596319	171	6	CDH1 HSD17B1
TP53	0.722472247224722	0.960541457879357	0.250127293730583	0.894281510173173	7223	49	UHRF1 WRN DNMT1 CHEK1 MAD1L1 VEGFA PTEN PIAS3 SSTR2 FOXM1 MCL1
TWIST1	0.119265091863517	0.532105794467999	0.464446127538254	1.30541263836087	1135	12	ILK F2R CDH1 RBL2 RUNX2 RAP1A ERBB3 NF1
TWIST2	0.209427966101695	0.791906993511175	0.436961800602179	1.20195686950241	1976	11	ILK F2R RBL2 RUNX2 RAP1A ERBB3 NF1
VHL	0.37639866189872	0.808560088523175	0.456901694346139	1.06567746819363	3262	6	VEGFA HIF1A TFRC ANGPT2 CXCR4
WT1	0.958424053913945	0.984673084135517	0.214617041490481	0.622589931610898	9243	14	CDH1 TBXA2R CDC73 STIM1 CIAO1 MYB UBE2I PDGFA IGF1
YBX1	0.330603674540682	0.798427624479729	0.390811295624716	1.0984481821967	3148	12	ANAPC4 SKP2 FAS CDC20 SUMO1 MNAT1 TYMS
YY1	0.45364758698092	0.833670512686645	0.413585263201092	1.00939684998444	4041	7	TP53 APC FAS
ZBTB7A	0.00442477876106195	0.200865800865801	-0.737381436314363	-1.80560048491736	6	5	PFKP FOS PKM SLC2A3 CDKN2A
ZNF382	0.248356211789134	0.798427624479729	0.50220054045749	1.17133249253124	2152	6	STAT5B STAT3 CDK6
